std_company_name,ISIN,bse_symbol,nse_symbol
Banaras Beads Ltd.,INE655B01011,BANARBEADS,BANARBEADS
Diligent Industries Limited,INE650C01036,DILIGENT,
Cranes Software International Ltd.,INE234B01023,CRANESSOFT,
We Win Limited,INE082W01014,WEWIN,WEWIN
DIVYASHAKTI LIMITED,INE410G01010,DIVSHKT,
Trident Texofab Limited,INE071Y01013,TTFL,
Pioneer Investcorp Ltd,INE746D01014,PIONRINV,
Kalyan Capitals Limited,INE149Q01021,KALYANCAP,
RATHI BARS LIMITED,INE575I01016,RATHIBAR,
SVC INDUSTRIES LIMITED,INE038B01010,SVCIND,
EIKO LIFESCIENCES LIMITED,INE666Q01016,EIKO,
Marshall Machines Ltd.,INE00SZ01018,,MARSHALL
Sunayana Investment Company Limited,INE724R01011,,
HARSHIL AGROTECH LIMITED,INE098E01026,HARSHILAGR,
DSJ KEEP LEARNING LIMITED,INE055C01020,KEEPLEARN,KEEPLEARN
Chartered Capital & Investment Ltd.,INE953B01010,CHRTEDCA,
Bombay Cycle & Motor Agency Ltd.,INE691K01017,BOMBCYC,
Aeonx Digital Technology Limited,INE994D01010,AEONXDIGI,
MENA MANI INDUSTRIES LIMITED,INE148B01033,MENAMANI,
Seya Industries Ltd,INE573R01012,SEYAIND,SEYAIND
Apoorva Leasing Finance & Investment Company Limited,INE217S01014,APOORVA,
Punj LLoyd Ltd,INE701B01021,PUNJLLOYD,
Austin Engineering Co. Ltd.,INE759F01012,AUSTENG,
GROWINGTON VENTURES INDIA LIMITED,INE451S01027,GROWINGTON,
Jindal Hotels Ltd.,INE726D01016,JINDHOT,
Jet Freight Logistics Limited,INE982V01025,JETFREIGHT,JETFREIGHT
Sampre Nutritions Ltd.,INE375C01014,SAMPRE,
Tirupati Fincorp Limited,INE642O01012,TIRUFIN,
Rapicut Carbides Ltd.,INE350D01015,RAPICUT,
Simran Farms Ltd.,INE354D01017,SIMRAN,
Rasandik Engg. Industries India Ltd,INE682D01011,RASANDIK,
Victoria Mills Ltd.,INE203D01016,VICTMILL,
Future Market Networks Limited,INE360L01017,FMNL,FMNL
Envair Electrodyne Ltd.,INE601C01013,ENVAIREL,
Morarka Finance Ltd.,INE367A01015,MORARKFI,
Silgo Retail Ltd.,INE01II01013,,SILGO
Murae Organisor Limited,INE060601023,MURAE,
GACM Technologies Limited,INE224E01028,GATECH,GATECH
Escorp Asset Management Limited,INE953W01016,ESCORP,
VEERAM SECURITIES LIMITED,INE607V01028,VSL,
Golden Tobacco Ltd.,INE973A01010,GOLDENTOBC,GOLDENTOBC
Lakshmi Finance & Industrial Corporation Ltd.,INE850E01012,,LFIC
Punjab Communications Limited,INE609A01010,PUNJCOMMU,
Orient Beverages Ltd.,INE247F01018,ORIBEVER,
Sri KPR Industries Ltd,INE009C01019,SRIKPRIND,
Smiths & Founders (India) Limited,INE728B01032,SMFIL,
POPULAR FOUNDATIONS LIMITED,INE0PZB01013,PFL,
CLARA INDUSTRIES LIMITED,INE0JJS01014,CLARA,
Modipon Ltd.,INE170C01019,MODIPON,
Baba Arts Ltd,INE893A01036,BABA,
Lee & Nee Softwares (Exports) Ltd.,INE791B01014,LEENEE,
Getalong Enterprise Limited,INE0H1201012,GETALONG,
FUNDVISER CAPITAL (INDIA) LIMITED,INE365H01014,FUNDVISER,
Valencia Nutrition Limited,INE08RT01016,VALENCIA,
Manugraph India Ltd,INE867A01022,MANUGRAPH,MANUGRAPH
Hawa Engineers ltd.,INE230I01018,HAWAENG,
Kreon Finnancial Services Limited,INE302C01018,KREONFIN,
Manpasand Beverages Limited,INE122R01018,MANPASAND,
Gini Silk Mills Ltd.,INE548B01018,GINISILK,
Super Crop Safe Ltd.,INE366G01022,SUCROSA,
Oriental Trimex Limited,INE998H01012,ORIENTALTL,ORIENTALTL
Morgan Ventures Ltd.,INE902C01015,MORGAN,
Ravi Kumar Distilleries Limited,INE722J01012,RKDL,RKDL
Shree Marutinandan Tubes Limited,INE0QIS01011,SHREE,
Restile Ceramics Ltd.,INE298E01022,RESTILE,
Sodhani Academy of Fintech Enablers Limited,INE0Q3401017,SAFE,
Warren Tea Ltd.,INE712A01012,WARRENTEA,
Contil India Limited,INE080G01029,CONTILI,
ISL Consulting Ltd,INE569B01022,ISLCONSUL,
Grovy India Limited,INE343C01012,GROVY,
NAKODA GROUP OF INDUSTRIES LIMITED,INE236Y01012,NGIL,NGIL
Sai Capital Ltd.,INE531X01018,SAICAPI,
AD-Manum Finance Ltd,INE556D01017,ADMANUM,
Rolcon Engineering Co. Ltd.,INE775R01013,ROLCOEN,
Rollatainters Ltd.,INE927A01040,ROLLT,ROLLT
Mishka Finance and Trading Limited,INE231N01024,MISHKAFIN,
Jagan Lamps Ltd.,INE144C01014,JAGANLAM,
Supreme Engineering Ltd.,INE319Z01021,,SUPREMEENG
GITA RENEWABLE ENERGY LIMITED,INE776O01018,GITARENEW,
My Money Securities Ltd.,INE232L01018,MYMONEY,
Diligent Media Corporation Limited,INE016M01021,DNAMEDIA,DNAMEDIA
Alka India Ltd.,INE061B01020,ALKA,
Sambandam Spinning Mills Ltd.,INE304D01012,SAMBANDAM,
National Oxygen Ltd.,INE296D01010,NOL,
SM Auto Stamping Limited,INE0C4I01011,SMAUTO,
Tarini Enterprises Limited,INE999P01013,,
ACCELERATEBS INDIA LIMITED,INE0POP01017,ACCELERATE,
Kenvi Jewels Limited,INE923Y01023,KENVI,
Sintex Plastics Technology Ltd.,INE501W01021,SPTL,
K.G.Denim Ltd,INE104A01012,KGDENIM,
Kay Power And Paper Ltd,INE961B01013,KAYPOWR,
Assam Entrade Limited,INE165G01010,ASSAMENT,
Bizotic Commercial Limited,INE0OJ401014,BIZOTIC,
Binny Mills Limited,INE160L01011,BINNYMILLS,
Rolta India Ltd.,INE293A01013,ROLTA,ROLTA
Padam Cotton Yarns Ltd.,INE448D01017,PADAMCO,
ABC India Ltd.,INE125D01011,ABCINDQ,
Hardcastle & Waud Mfg. Co. Ltd.,INE722D01015,HARDCAS,
Spectrum Foods Limited,INE547C01018,SPECFOOD,
Lesha Industries Limited,INE050L01048,LESHAIND,
SELLWIN TRADERS LIMITED,INE195F01027,SELLWIN,
Maxheights Infrastructure Limited,INE393F01010,MAXHEIGHTS,
Uniply Industries Ltd.,INE950G01023,UNIPLY,
PCS Technology Ltd.,INE834B01012,PCS,
S.V.J.ENTERPRISES LIMITED,INE0JZS01010,SVJ,
Swasti Vinayaka Synthetics Ltd.,INE804A01025,SWASTIVI,
P.H. Capital Ltd.,INE160F01013,PHCAP,
Anjani Synthetics Limited,INE364D01032,ANJANI,
Cospower Engineering Limited,INE0CQB01010,COSPOWER,
AKG Exim Ltd.,INE00Y801016,,AKG
PACE E-COMMERCE VENTURES LIMITED,INE0N1L01018,PACE,
SATCHMO HOLDINGS LIMITED,INE639K01016,SATCH,
Nandani Creation Ltd.,INE696V01013,,JAIPURKURT
Burnpur Cement Limited,INE817H01014,BURNPUR,BURNPUR
GlobalSpace Technologies Limited,INE632W01016,GSTL,
Katare Spinning Mills Ltd.,INE498G01015,KATRSPG,
EMERGENT INDUSTRIAL SOLUTIONS LIMITED,INE668L01013,EMERGENT,
VIVID MERCANTILE LIMITED,INE647Z01025,VIVIDM,
Arex Industries Ltd.,INE480H01011,AREXMIS,
Wires & Fabriks (SA) Ltd.,INE469D01013,WIREFABR,
Crestchem Ltd.,INE293N01016,CRSTCHM,
Godha Cabcon & Insulation Ltd.,INE925Y01036,,GODHA
JOHNSON PHARMACARE LIMITED,INE560F01022,JOHNPHARMA,
Savani Financials Ltd.,INE304E01010,SAVFI,
AJR INFRA AND TOLLING LIMITED,INE181G01025,AJRINFRA,
Deccan Health Care Limited,INE452W01019,DECCAN,
AGRIBIO SPIRITS LIMITED,INE679E01015,AGRIBIO,
ANG Lifesciences India Limited,INE236W01016,ANG,
Vandana Knitwear Limited,INE219M01021,VANDANA,
P.B.M. Polytex Ltd.,INE501F01018,PBMPOLY,
Mohindra Fasteners Limited,INE705H01011,,
ORCHASP LIMITED,INE215B01022,ORCHASP,
Kabsons Industries Ltd.,INE645C01010,KABSON,
ADVANCE METERING TECHNOLOGY LIMITED,INE436N01029,AMTL,
GTN Industries Limited,INE537A01013,GTNINDS,
Medi-Caps Ltd.,INE442D01010,MEDICAPQ,
Ceeta Industries Ltd.,INE760J01012,CEETAIN,
Mahalaxmi Fabric Mills Limited,INE0US801024,MFML,MFML
Metal Coatings (India) Ltd.,INE161E01014,METALCO,
The Ravalgaon Sugar Farm Limited,INE615A01025,RAVALSUGAR,
Era Buildsys Limited,INE040E01028,ERABUILD,
Mehta Housing Finance Ltd.,INE239B01014,MEHTAHG,
CONTAINE TECHNOLOGIES LIMITED,INE0M8901010,CONTAINE,
DMR Hydroengineering & Infrastructures Limited,INE07L501010,DMR,
Ladderup Finance Ltd.,INE519D01015,LADDERUP,
Gujarat Craft Industries Ltd.,INE372D01019,GUJCRAFT,
ABM International Ltd.,INE251C01025,,ABMINTLLTD
Shalimar Productions Ltd.,INE435E01020,SHALPRO,
G.S. Auto International Ltd.,INE736H01024,GSAUTO,
TV VISION LIMITED,INE871L01013,TVVISION,TVVISION
Akash infra projects ltd.,INE737W01013,,AKASH
National Plastic Industries Ltd.,INE233D01013,NATPLAS,
PROSPECT CONSUMER PRODUCTS LIMITED,INE0OKG01017,PCL,
CCL International Ltd,INE778E01031,CCLINTER,
Saven Technologies Ltd.,INE856B01023,7TEC,
Pearl Polymers Ltd.,INE844A01013,PEARLPOLY,PEARLPOLY
E-Land Apparel Limited,INE311H01018,ELAND,
Franklin Industries Limited,INE789R01022,FRANKLININD,
M.M. Rubber Company Ltd.,INE159E01026,MMRUBBR-B,
G. G. Dandekar Properties Limited,INE631D01026,GGDPROP,
Camex  Ltd.,INE198C01010,CAMEXLTD,
SHELTER PHARMA LIMITED,INE013V01011,SHELTER,
UR SUGAR INDUSTRIES LIMITED,INE904R01027,URSUGAR,
Shreeshay Engineers Limited,INE452Z01012,SHREESHAY,
Vistar Amar Limited,INE878P01019,VISTARAMAR,
SHRYDUS INDUSTRIES LIMITED,INE488C01015,SHRYDUS,
Sanathnagar Enterprises Limited,INE367E01033,SEL,
Salem Erode Investments Ltd.,INE894E01028,SALEM,
Integra Switchgear Ltd.,INE0IPL01018,INTEGSW,
Teesta Agro Industries Ltd,INE757D01011,TEEAI,
El Forge Ltd.,INE158F01017,ELFORGE,
Rose Merc.Limited,INE649C01012,ROSEMER,
Roopa Industries Ltd.,INE443C01010,ROOPAIND,
Palco Metals Limited,INE239L01013,PALCO,
Suditi Industries Ltd.,INE691D01012,SUDTIND-B,
Texel Industries Ltd.,INE594V01028,TEXELIN,
Super Spinning Mills Ltd.,INE662A01027,SUPERSPIN,SUPERSPIN
ICDS Ltd.,INE613B01010,ICDSLTD,ICDSLTD
Amkay Products Limited,INE0QSB01016,AMKAY,
Mediaone Global Entertainment Limited,INE828I01019,MEDIAONE,
GARMENT MANTRA LIFESTYLE LIMITED,INE653S01028,GARMNTMNTR,
Laxmi cotspin ltd.,INE801V01019,,LAXMICOT
NEW LIGHT APPARELS LIMTED,INE835U01027,NEWLIGHT,
Bombay Rayon Fashions Ltd.,INE589G01011,BRFL,
Mish Designs Limited,INE0QI101019,MISHDESIGN,
Silver Oak (India) Ltd.,INE870J01019,SILVOAK,
Walchand Peoplefirst Limited,INE695D01021,WALCHPF,
Sacheta Metals Ltd.,INE433G01020,SACHEMT,
Angel Fibers Limited,INE339Z01011,ANGEL,
N.G.Industries Ltd.,INE825C01018,NGIND,
Future Enterprises Limited,INE623B01027,FEL,FEL
Flora Textiles Ltd.,INE161F01011,FLORATX,
COMFORT FINCAP LIMITED,INE274M01026,COMFINCAP,
Sandu Pharmaceuticals Ltd.,INE751D01014,SANDUPHQ,
Simplex Realty Limited,INE167H01014,SIMPLXREA,
Kanani Industries Ltd,INE879E01037,KANANIIND,KANANIIND
Dhanlaxmi Fabrics Ltd.,INE953D01016,DHANFAB,
Prime Property Development Corporation Ltd.,INE233C01023,PRIMEPRO,
G-TEC Jainx Education Ltd.,INE586X01012,,GTECJAINX
Conart Engineers Ltd.,INE714D01012,CONART,
Vruddhi Engineering Works Limited,INE0OMZ01013,VRUDDHI,
Vivo Bio tech Ltd.,INE380K01017,VIVOBIOT,
Starcom Information Technology Ltd,INE347I01010,STARCOM,
The Phosphate Company Limited,INE398C01016,PHOSPHATE,
Gorani Industries Ltd.,INE792J01015,GORANIN,
Mohit Paper Mills Ltd.,INE388C01017,MOHITPPR,
Inani Marbles & Industries Ltd.,INE635D01027,INANI,
Fervent Synergies Limited,INE258M01011,FERVENTSYN,
Humming Bird Education Limited,INE02PC01027,HBEL,
Salora International Limited,INE924A01013,SALORAINTL,
Artefact Projects Ltd,INE885B01014,ARTEFACT,
Ankit Metal  & Power Limited,INE106I01010,ANKITMETAL,ANKITMETAL
Jigar Cables Limited,INE943X01015,JIGAR,
Mangal Compusolution Limited,INE0RU901015,MANGALCOMP,
Oceanic Foods Limited,INE711V01010,OCEANIC,
Ashoka Metcast Limited,INE760Y01011,ASHOKAMET,ASHOKAMET
Zodiac Ventures Limited,INE945J01027,ZODIACVEN,
Tirupati Sarjan Ltd.,INE297J01023,TIRSARJ,
Inland Printers Ltd.,INE055O01033,INLANPR,
Kshitij Polyline Ltd.,INE013801027,,KSHITIJPOL
Archidply Decor Limited,INE0CHO01012,ADL,ADL
Naturite Agro Products Limited,INE223R01014,NAPL,
Shree Pacetronix Ltd,INE847D01010,SHREEPAC,
H.P. Cotton Textile Mills Ltd.,INE950C01014,HPCOTTON,
TRANSVOY LOGISTICS INDIA LIMITED,INE0MPU01011,TRANSVOY,
Yash Chemex Limited,INE571U01010,YASHCHEM,
PRISMX GLOBAL VENTURES LIMITED,INE286N01028,PRISMX,
Galactico Corporate Services Limited,INE906Y01028,GALACTICO,
Ecoboard Industries Ltd,INE866A01016,ECOBOAR,
Sri Ramakrishna Mills (Coimbatore) Ltd.,INE306D01017,SRMCL,
TELOGICA LIMITED,INE778I01024,TELOGICA,
Garnet Construction Ltd.,INE797D01017,GARNET,
GKB Ophthalmics Ltd.,INE265D01015,GKB,
Shree Rajasthan Syntex Ltd.,INE796C01011,SHRAJSYNQ,
Vineet Laboratories Limited,INE505Y01010,VINEETLAB,VINEETLAB
WEST LEISURE RESORTS LIMITED,INE266P01017,WESTLEIRES,
Balurghat Technologies Ltd.,INE654B01014,BALTE,
Diana Tea Co.Ltd.,INE012E01035,DIANATEA,
TIRUPATI FOAM LIMITED,INE115G01015,TIRUFOAM,
Country Condo's Ltd,INE695B01025,COUNCODOS,COUNCODOS
JULIEN AGRO INFRATECH LIMITED,INE890N01019,JULIEN,
India Nivesh Limited,INE131H01028,INDIANVSH,
Opto Circuits (India) Ltd.,INE808B01016,OPTOCIRCUI,
Shree Ram Proteins Ltd.,INE008Z01020,,SRPL
Chandra Bhagat Pharma Limited,INE07QQ01016,CBPL,
Response Informatics Limited,INE401B01010,RESPONSINF,
USG Tech Solutions Ltd,INE718B01017,USGTECH,
NITIN FIRE PROTECTION INDUSTRIES LIMITED,INE489H01020,NITINFIRE,
Sulabh Engineers & Services Limited,INE673M01029,SULABEN,
Starlog Enterprises Limited,INE580C01019,STARLOG,
Ashnisha Industries Limited,INE694W01024,ASHNI,
Transgene Biotek Ltd.,INE773D01018,TRABI,
Ind Bank Housing Ltd,INE969D01012,INDBNK,
Insilco Ltd,INE901A01011,INSILCO,
Greenhitech Ventures Limited,INE0S0701019,GVL,
Fortune International Ltd.,INE501D01013,FORINTL,
Sumedha Fiscal Services Ltd.,INE886B01012,SUMEDHA,
Next Mediaworks Ltd,INE747B01016,NEXTMEDIA,NEXTMEDIA
Kamadgiri Fashion Limited,INE535C01013,KAMADGIRI,
TECHINDIA NIRMAN LIMITED,INE778A01021,TECHIN,TECHIN
Iykot Hitech Toolroom Ltd,INE079L01013,IYKOTHITE,
Earthstahl & Alloys Limited,INE0O4V01010,EARTH,
GOBLIN INDIA LIMITED,INE492Z01018,GOBLIN,
Tatia Global Vennture Limited,INE083G01031,TATIAGLOB,
Axel Polymers Ltd.,INE197C01012,AXELPOLY,
Continental Petroleums Ltd.,INE369D01023,CONTPTR,
A.F. Enterprises Limited,INE663P01015,AFEL,
Shrenik Ltd.,INE632X01030,,SHRENIK
RR METALMAKERS INDIA LIMITED,INE117K01013,RRMETAL,
BANDARAM PHARMA PACKTECH LIMITED,INE875N01036,BANDARAM,
Consecutive Investments & Trading Company Limited,INE187R01029,CITL,
Standard Surfactants Ltd.,INE307D01015,STDSFAC,
Punctual Trading Ltd.,INE07NX01019,PUNCTRD,
Maharashtra Corporation Ltd.,INE272E01027,MAHACORP,
Transchem Limited.,INE019B01010,TRANSCHEM,
MSR India Limited,INE331L01026,MSRINDIA,
Narmada Agrobase Limited,INE117Z01011,NARMADA,NARMADA
Binani Industries Limited,INE071A01013,BINANIIND,BINANIIND
PRABHHANS INDUSTRIES LIMITED,INE428P01013,PRABHHANS,
ERP Soft Systems Ltd.,INE308B01017,ERPSOFT,
Gujarat Terce Laboratories Ltd,INE499G01013,GUJTERC,
DRA CONSULTANTS LIMITED,INE746V01016,DRA,
Eighty Jewellers Limited,INE0KSN01014,EIGHTY,
STL Global Ltd,INE353H01010,SGL,SGL
N. E. Electronics Limited,INE955E01019,,
Betex India Ltd.,INE765L01017,BETXIND,
Ambica Agarbathies & Aroma Ind. Ltd.,INE792B01012,AMBICAAGAR,AMBICAAGAR
Shree Krishna Paper Mills & Industr,INE970C01012,SKPMIL,
Misquita Engineering Limited,INE957W01025,MISQUITA,
Medico Intercontinental Limited,INE858Q01019,MIL,
Fine-line Circuits Ltd.,INE087E01011,FINELINE,
ARIGATO UNIVERSE LIMITED,INE021N01011,ARIGATO,
Khyati Global Ventures Limited,INE0S9501014,KGVL,
Tamilnadu Telecommunications Ltd.,INE141D01018,TNTELE,TNTELE
FLOMIC GLOBAL LOGISTICS LIMITED,INE952M01019,FLOMIC,
Poddar Housing and Development Limited,INE888B01018,PODDARHOUS,PODDARHOUS
Gogia Capital Services Limited,INE832C01014,GOGIACAP,
Tejnaksh Healthcare Limited,INE030T01027,TEJNAKSH,
KISAAN PARIVAR INDUSTRIES LIMITED,INE102C01020,KISAAN,
SHANTIDOOT INFRA SERVICES LIMITED,INE0LU301014,SISL,
Alfavision Overseas (India) Ltd.,INE883B01027,ALFAVIO,
Ashirwad Steels & Industries  Ltd.,INE338C01012,ASHSI,
BONLON INDUSTRIES LIMITED,INE0B9A01018,BONLON,
CHENNAI FERROUS INDUSTRIES LIMITED,INE777O01016,CHENFERRO,
India Home Loan Limited,INE274E01015,INDIAHOME,
Haryana Leather Chemicals Ltd.,INE681F01018,HARLETH,
Addi Industries Ltd.,INE757C01021,ADDIND,
Parsoli Corporation Ltd.,INE905D01016,PARSOLI,
Oasis Securities Limited,INE876A01015,OASISEC,
Acrow (India) Ltd.,INE950D01012,ACROW,
HILIKS TECHNOLOGIES LIMITED,INE966Q01010,HILIKS,
Sagardeep Alloys Ltd.,INE976T01013,,SAGARDEEP
AA Plus Tradelink Limited,INE0C5901014,AAPLUSTRAD,
Sainik Finance and Industries Ltd,INE584B01013,SAINIK,
Pro Fin Capital Services Ltd,INE732K01027,PROFINC,
Hemadri Cements Limited,INE07BK01011,HEMACEM,
KJMC Financial Services Ltd.,INE533C01018,KJMCFIN,
Madhav Marbles & Granites Ltd.,INE925C01016,MADHAV,MADHAV
Vista Pharmaceuticals Ltd.,INE427C01021,VISTAPH,
S & T Corporation Limited,INE110Q01023,STCORP,
Vivanta Industries Limited,INE299W01022,VIVANTA,
TARAPUR TRANSFORMERS LIMITED,INE747K01017,TARAPUR,TARAPUR
Picturehouse Media Limited,INE448B01029,PICTUREHS,
Chandra Prabhu International Ltd.,INE368D01025,CHANDRAP,
Dhanlaxmi Cotex Ltd.,INE977F01010,DHANCOT,
Dynamic Protfolio Management & Serv,INE118C01018,DYNAMICP,
Visagar Financial Services Ltd,INE309H01038,VISAGAR,
Future Lifestyle Fashions Limited,INE452O01016,FLFL,FLFL
Choksi Laboratories Ltd.,INE493D01013,CHOKSILA,
Aspira Pathlab & Diagnostics Limited,INE500C01017,ASPIRA,
Vama Industries Limited,INE685D01022,VAMA,
Cybele  Industries Limited,INE183D01010,CYBELEIND,
Manjeera Constructions Limited,INE320D01018,MANJEERA,
Khoobsurat Ltd.,INE731G01027,KHOOBSURAT,
Tecil Chemicals & Hydro Power Limit,INE014B01011,TECILCHEM,TECILCHEM
Lakhani India Ltd.,INE935C01015,LAKHANI,
Libas Consumer Products Ltd.,INE908V01012,,LIBAS
EPIC Energy Ltd.,INE932F01015,EPIC,
Sylph Technologies Ltd,INE706F01021,SYLPH,
Solitaire Machine Tools Ltd,INE410A01013,SOLIMAC,
INNOKAIZ INDIA LIMITED,INE0LDI01022,INNOKAIZ,
Alan Scott Industries Ltd.,INE273F01022,ALAN SCOTT,
Centenial Surgical Suture Ltd.,INE405H01018,CSURGSU,
Rex Sealing and Packing Industries Limited,INE0MFT01014,REXSEAL,
Suryaamba Spinning Mills Limited,INE360J01011,SURYAAMBA,
Mercury Trade Links Ltd.,INE319T01016,MERCTRD,
Manbro Industries Limited,INE348N01034,MANBRO,
JMD Ventures Limited,INE047E01031,JMDVL,
Megri Soft Limited,INE756R01013,MEGRISOFT,
Khandwala Securities Ltd.,INE060B01014,KHANDSE,KHANDSE
Tirupati Tyres Ltd.,INE812Q01016,TTIL,
Zodiac-JRD-MKJ Ltd.,INE077B01018,ZODJRDMKJ,
Kaiser Corporation Limited,INE229G01022,KACL,
TGB Banquets and Hotels Limited,INE797H01018,TGBHOTELS,TGBHOTELS
KRETTO SYSCON LIMITED,INE128R01023,KRETTOSYS,
Aastamangalam Finance Limited,INE819K01014,AASTAFIN,
Duropack Ltd,INE138B01018,DUROPACK,
Smart Finsec Limited,INE766D01020,SMARTFIN,
Shree Hari Chemicals Export Ltd.,INE065E01017,SHHARICH,
Rishi Techtex Limited,INE989D01010,RISHITECH,
Shree Ganesh Biotech (India) Limited,INE051N01026,SHREEGANES,
Poona Dal And Oil Industries Ltd.,INE809E01018,POONADAL,
ARSS Infrastructure Projects Limited,INE267I01010,ARSSINFRA,ARSSINFRA
VARYAA CREATIONS LIMITED,INE0R6801013,VARYAA,
Add-Shop E-Retail Limited,INE01B501018,ASRL,
Faalcon Concepts Limited,INE0Q9W01015,FAALCON,
Shiva Global Agro Industries Limited,INE960E01019,SHIVAAGRO,
Sonal Adhesives Ltd.,INE344I01017,SONALAD,
POLYSPIN EXPORTS LIMITED,INE914G01029,POLYSPIN,
Khaitan (India) Ltd.,INE731C01018,KHAITANLTD,KHAITANLTD
Ashirwad Capital Ltd.,INE894A01026,ASHCAP,
Sumeet Industries Ltd,INE235C01010,SUMEETINDS,
Vertex Securities Ltd.,INE316D01024,VERTEX,
Kridhan Infra Limited,INE524L01026,KRIDHANINF,KRIDHANINF
ACCEDERE LIMITED,INE578B01015,ACCEDERE,
Hindoostan Mills Ltd.,INE832D01020,HINDMILL,
CITY CROPS AGRO LIMITED,INE0M7501019,CCAL,
SMIFS Capital Markets Ltd.,INE641A01013,SMIFS,
HIND ALUMINIUM INDUSTRIES LTD.,INE227B01019,HINDALUMI,
Unick Fix-A- Form and Printers Limited,INE250G01010,UNICK,
Unison Metals Ltd,INE099D01018,UNISON,
Matra Kaushal Enterprise Limited,INE265N01030,MKEL,
Vasudhagama Enterprises Limited,INE583K01016,VASUDHAGAM,
Morarjee Textiles Limited,INE161G01027,MORARJEE,MORARJEE
India Cements Capital Limited,INE429D01017,INDCEMCAP,
Hipolin Ltd.,INE963A01011,HIPOLIN,
Sunil Agro Foods ltd.,INE224D01012,SUNILAGR,
Aditya Spinners Ltd.,INE122D01026,ADITYASP,
Veerhealth Care Limited,INE882C01035,VEERHEALTH,
HCKK Ventures Limited,INE345Q01017,HCKKVENTURE,
Swasti Vinayaka Art And Heritage Corporation Ltd,INE895A01023,SVARTCORP,
Ravileela Granites Limited,INE427E01027,RALEGRA,
Mask Investments Ltd.,INE885F01015,,MASKINVEST
INDONG TEA COMPANY LIMITED,INE0KN201016,INDONG,
Roni Households Limited,INE02AP01013,RONI,
ANNVRRIDHHI VENTURES LIMITED,INE075K01013,ANVRDHI,
Citadel Realty And Developers Limited,INE906D01014,CITADEL,
Focus Business Solution Limited,INE0DXR01010,FOCUS,
KANCO TEA & INDUSTRIES LIMITED,INE398L01017,KANCOTEA,
Valecha Engineering Ltd.,INE624C01015,VALECHAENG,
Kapil Raj Finance Ltd.,INE332Q01015,KAPILRAJ,
Central Provinces Railways Co. Ltd.,INE631B01038,CENTPROV,
Cyber Media (India) Ltd.,INE278G01037,CYBERMEDIA,CYBERMEDIA
PVV Infra Limited,INE428B01013,PVVINFRA,
Orient Tradelink Ltd.,INE681D01039,ORIENTTR,
Mohit Industries Limited,INE954E01012,MOHITIND,MOHITIND
PECOS Hotels And Pubs Limited,INE484S01010,PECOS,
QGO FINANCE LIMITED,INE837C01013,QGO,
Standard Batteries Ltd.,INE502C01039,STDBAT,
SBEC Systems (Ind) Ltd.,INE689V01018,SBECSYS,
Thakral Services (India) Limited,INE190F01028,THAKRAL,
Patspin India Ltd.,INE790C01014,PATSPINLTD,
Sanginita Chemicals Ltd.,INE753W01010,,SANGINITA
Yug Decor Limited,INE796W01019,YUG,
Sudal Industries Limited,INE618D01015,SUDAI,
Pearl Green Clubs and Resorts Limited,INE0GTX01019,PGCRL,
Jupiter Infomedia Limited,INE524N01014,JUPITERIN,
Jetking Infotrain Ltd.,INE919C01019,JETKINGQ,
Tyroon Tea Co. Ltd.,INE945B01016,TYROON,
UTIQUE ENTERPRISES LIMITED,INE096A01010,UTIQUE,
Poojawestern Metaliks Limited,INE973X01012,POOJA,
HAMPS BIO LIMITED,INE0QBD01018,HAMPS,
VIJI FINANCE LIMITED,INE159N01027,VIJIFIN,VIJIFIN
KMS Medisurgi Limited,INE870V01014,KMSMEDI,
Ascensive Educare Limited,INE0E4I01019,ASCENSIVE,
William Magor & Company Limited,INE210A01017,WILLAMAGOR,WILLAMAGOR
B2B Software Technologies Ltd.,INE151B01011,B2BSOFT,
Netlink Solutions (India) Ltd.,INE040F01033,NETLINK,
Quality RO Industries Limited,INE0KAF01018,QRIL,
INFRONICS SYSTEMS LIMITED,INE463B01036,INFRONICS,
Vivimed Labs Ltd.,INE526G01021,VIVIMEDLAB,
Gujarat Petrosynthese Ltd.,INE636P01011,GUJPETR,
Uniinfo Telecom Services Ltd.,INE481Z01011,,UNIINFO
FAMILY CARE HOSPITALS LIMITED,INE146N01016,FAMILYCARE,
Nalin Lease Finance Ltd.,INE606C01012,NLFL,
Gothi Plascon (India) Ltd.,INE538G01018,GOTHIPL,
Jumbo Bag ltd.,INE699D01015,JUMBO,
Hemang Resources Limited,INE930A01010,HEMANG,
Informed Technologies India Ltd.,INE123E01014,INFORTEC,
Vinyoflex Ltd.,INE526H01011,VINYOFL,
Arman Holdings Limited,INE510P01018,ARMAN,
Tarini International Limited,INE849M01017,TARINI,
Continental Securities Limited,INE183Q01020,CSL,
KSS Limited,INE216D01026,KSERASERA,
Mittal Life Style Ltd.,INE997Y01027,,MITTAL
Veejay Lakshmi Engineering Works Lt,INE466D01019,VJLAXMIE,
Rithwik Facility Management Services Limited,INE819Y01015,RITHWIKFMS,
Incap Ltd,INE437C01012,INCAP,
SRU Steels Limited,INE425C01017,SRUSTEELS,
Raw Edge Industrial Solutions Limited,INE960Z01014,RAWEDGE,
J.A. Finance Limited,INE825B01010,JAFINANCE,
NEOPOLITAN PIZZA AND FOODS LIMITED,INE471R01019,NPFL,
GENUS PRIME INFRA LIMITED,INE256D01014,GENUSPRIME,
